"main-captions	MSRvid	2012train	0023	5.000	a woman is cutting an onion .	a woman is cutting through an onion .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0024	5.000	a toy train is striking a toy car .	a toy train strikes a toy car .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0026	5.000	a cat opens a drawer and climbs inside .	a cat is opening a drawer and climbing inside .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0027	4.250	a woman is frying a food .	a woman is deep frying food .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0034	5.000	a woman is brushing some shrimp .	a woman brushes some shrimp .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0035	4.800	a man is dancing on the ceiling .	a man is dancing on the ceiling of a room .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0037	4.200	a woman thinly slices an onion with a large knife .	a woman is slicing onions with a large knife .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0038	5.000	a man is playing a keyboard .	a man plays a keyboard .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0039	5.000	a man plays the guitar .	a man is playing the guitar .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0040	5.000	a woman is peeling a potato .	a woman peels a potato .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0052	4.400	a kitten is playing with a blue rope toy .	a kitten is playing with a toy .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0054	5.000	the dog is barking at the toy .	a dog is barking at a toy .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0056	4.000	a cat is drinking milk .	a kitten is drinking milk .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0058	4.400	a turtle is walking .	a tortoise is walking .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0063	5.000	the man is playing the guitar .	a man is playing guitar .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0069	4.000	a woman is tapping her fingers on a table .	a woman is tapping her fingers .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0070	4.400	someone is boiling okra in a pot .	someone is cooking okra in a pan .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0072	5.000	the man is playing the drums .	a man is playing drums .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0073	5.000	a man dives into a pool .	a man is diving into a pool .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0074	4.000	a woman is cutting a leak .	a woman is slicing a leek .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0077	4.600	a little boy is playing a guitar .	a boy is playing guitar .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0087	4.000	a man played the piano .	a man plays a piano .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0089	4.500	a man is slicing a cucumber .	a man is cutting cucumbers .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0094	4.500	two little girls talk on the telephone .	two girls talk on the phone .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0095	4.000	a man is chopping a log with an axe .	a man is chopping a tree trunk with an axe .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0103	4.400	a small kitten is playing a ball .	a kitten is playing with a ball .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0113	4.000	two men are fighting in a cow pasture .	two men are fighting in a cattle pen .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0115	4.400	a girl makes up her bed .	a young girl makes her bed .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0116	4.800	the cat played with a watermelon .	a cat is playing with a watermelon .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0117	4.800	a girl jumps on a car .	a girl is jumping onto a car .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0132	5.000	two robots kiss .	two robots are kissing .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0133	4.000	two boys on a couch are playing video games .	two boys are playing a video game .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0135	4.400	a woman is squeezing a lemon .	a woman is squeezing juice out of a lemon .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0143	5.000	a man walking down the stairs .	a man walks down a staircase .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0151	4.750	a kangaroo is eating .	kangaroo eating .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0156	4.875	a man is driving a car .	a man drives a car .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0157	5.000	a woman is grating onion .	a woman grates onions .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0170	4.000	a woman is cracking eggs into a bowl .	a woman is cracking eggs .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0171	4.000	a person is playing the keyboard .	a boy is playing a key-board .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0174	4.400	a man sliced through a bunch of water bottles with a knife .	a man is slicing a line of water bottles with a knife",,,,,,,,,,,
"main-captions	MSRvid	2012train	0195	5.000	a woman cuts up broccoli .	a woman is cutting broccoli .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0203	4.200	the baby is laughing and crawling .	a baby is laughing and crawling on the floor .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0205	4.091	a woman is shooting a gun .	a woman shoots a shotgun .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0211	4.000	someone slices a bottle with a sword .	a man breaks a bottle with a sword .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0214	5.000	the man is peeling an apple .	a man peels an apple .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0226	4.200	a cat swings on a ceiling fan .	a cat is spun around by a ceiling fan .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0230	4.400	the woman is dicing onions .	a woman is cutting an onion .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0231	4.200	a monkey is brushing a bull dog .	a monkey brushes a dog .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0237	4.000	a man is eating a bowl of cereal .	the man is eating cereal .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0239	4.400	a woman is bathing into bath-tub .	a woman is taking a bath .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0240	4.200	a motorcyclist crashes on his motorcycle .	a person crashes on a motorcycle .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0243	4.000	a person pours some rice pudding into a bowl .	the lady poured the rice pudding into a bowl .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0244	4.800	a man stares out a window .	a man looks out the window .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0249	5.000	the lady put the baby int a trashcan .	a woman puts a baby in a trash can .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0259	4.600	a man is dancing on the ceiling of a room .	a man is dancing upside-down on the ceiling .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0270	4.000	the deer jumped over the fence .	a deer jumps over a cyclone fence .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0286	4.400	a man plays the keyboard with his nose .	the man is playing the piano with his nose .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0289	4.200	a man is lifting weights .	a man is lifting a barbell .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0316	5.000	a man is firing a shot gun .	a man shoots a shotgun .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0338	4.400	the boy played his trumpet .	a boy is playing the trumpet .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0345	4.500	a band is performing on a stage .	a band is playing and singing on a stage .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0353	4.250	a big turtle is walking .	the tortoise is walking .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0361	4.400	a man is cutting a rope with a sword .	the man slced through a thick rope with a sword .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0386	4.200	american flag is waving .	a american flag is blowing in the wind .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0411	4.000	the woman droppped eggplant into the pan .	a woman puts chopped eggplant into a skillet .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0417	4.667	a man is preparing a hanging rope .	a man is tying a noose .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0437	4.000	a woman with a knife is slicing a pepper .	a women slicing green pepper .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0451	4.500	the people threw the dummy over the cliff edge .	some people are throwing a dummy off a cliff .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0455	4.000	a woman cuts a pineapple .	a woman is slicing a pineapple into pieces .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0457	4.250	a person is adding oil in the pan .	the cook pouring oil into the pan .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0470	4.800	a man is mowing grass .	a guy is mowing the lawn .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0487	4.200	the man drilled holes into the wood .	a man drills wood .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0492	4.500	a rabbit is sniffing and pawing a stuffed rabbit .	a live rabbit is playing with a stuffed animal bunny .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0496	4.000	a man is taking out the insides of a green pepper .	someone is removing the seeds from a bell pepper .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0525	4.000	a kitten is eating its food from a plate .	a kitten eats some food .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0563	5.000	the person is removing the scales from the fish .	a person is descaling a fish .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0570	4.000	a man makes a call on a cell phone .	a man is making a phone call .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0573	4.600	a woman is applying cosmetics to her face .	a woman is putting on makeup .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0574	4.000	the man lifted barbells .	a man lifts weights .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0587	4.400	a woman rapidly fires a handgun .	a woman is shooting off a gun .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0621	4.250	a boy plays violin on stage .	a boy is onstage playing the violin .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0636	4.250	a cat and a ferret are playing .	a ferret and kitten play together .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0705	5.000	the man is using a sledghammer to break the concrete block that is on the other man .	a man breaks a slab of concrete that is lying on a prone man with a sledge hammer .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0706	4.333	the lady put the dried noodles in the hot water to cook .	a woman places a container of noodles in a pan of water .",,,,,,,,,,,
"main-captions	MSRvid	2012train	0710	4.200	two kids are playing in a swimming pool with a green colored crocodile float .	two kids push an inflatable crocodile around in a pool .",,,,,,,,,,,
"main-captions	images	2014	0001	4.4	two green and white trains sitting on the tracks .	two green and white trains on tracks .",,,,,,,,,,,
"main-captions	images	2014	0004	4	a bus driving in a street .	red double decker bus driving down street .",,,,,,,,,,,
"main-captions	images	2014	0006	4.8	a passenger train waiting in a station .	a passenger train sits in the station .",,,,,,,,,,,
"main-captions	images	2014	0014	4	the man is riding a motorcycle down the road .	a man is riding a red motorcycle on the road .",,,,,,,,,,,
"main-captions	images	2014	0022	4.4	close up of a bottle of water .	a close up view of a bottle of water .",,,,,,,,,,,
"main-captions	images	2014	0032	4.2	a dark brown horse standing in a field .	a brown horse stands in a lush green field .",,,,,,,,,,,
"main-captions	images	2014	0038	4	a group of people sitting around a table with food on it .	a group of people sit around a table with food and beer .",,,,,,,,,,,
"main-captions	images	2014	0041	4	a black and white cow in hay .	a black and white cow in a pen with hay .",,,,,,,,,,,
"main-captions	images	2014	0042	5	an elderly woman stands in a kitchen with two cats at her feet .	the old lady is standing in the kitchen with two cats at her feet .",,,,,,,,,,,
"main-captions	images	2014	0045	4.4	camouflage airplane sitting on grassy field .	a camouflaged plane sitting on the green grass .",,,,,,,,,,,
"main-captions	images	2014	0047	4	red double decker bus driving through the streets .	double decker passenger bus driving with traffic .",,,,,,,,,,,
"main-captions	images	2014	0065	4.4	a cruise liner docked at the shoreline .	a cruise ship docked at shore .",,,,,,,,,,,
"main-captions	images	2014	0080	4	a woman holding a small baby .	a smiling woman holding a small baby .",,,,,,,,,,,
"main-captions	images	2014	0081	4.6	group of horses grazing in grassy field .	a group of horses grazing in a field .",,,,,,,,,,,
"main-captions	images	2014	0095	5	the black bird is sitting on the ground .	a blackbird sitting on the ground .",,,,,,,,,,,
"main-captions	images	2014	0107	4.4	a woman posing in front of an apartment building in the snow .	a woman stands in front of a building in the snow .",,,,,,,,,,,
"main-captions	images	2014	0113	4	a passenger train waiting in a station .	a passenger train waiting at the city train station .",,,,,,,,,,,
"main-captions	images	2014	0117	4	a black "," flat screen television placed on the floor .	a flat screen tv on the floor .",,,,,,,,,,
"main-captions	images	2014	0121	4.1	black train on train tracks .	a train on the train tracks .",,,,,,,,,,,
"main-captions	images	2014	0122	4.1	black train on train tracks .	a train on the train tracks .",,,,,,,,,,,
"main-captions	images	2014	0128	4	a couple posing for a picture on a couch .	young couple sitting on couch .",,,,,,,,,,,
"main-captions	images	2014	0136	4.2	a group of people sitting at a restaurant table .	a group of people sitting around a table with food on it .",,,,,,,,,,,
"main-captions	images	2014	0141	4.6	a dog napping under a small table .	a dog sleeping under a table .",,,,,,,,,,,
"main-captions	images	2014	0144	4.6	red sports car racing down track .	a red sports car driving quickly on a track .",,,,,,,,,,,
"main-captions	images	2014	0148	4.4	red double decker bus on side of street .	a red double decker bus on a city street .",,,,,,,,,,,
"main-captions	images	2014	0153	4	gray cat looking out the window .	a cat looking out of a window .",,,,,,,,,,,
"main-captions	images	2014	0154	4.2	a black and white photo of a cow under a tree .	a black and white photo of a cow walking under a tree in a field .",,,,,,,,,,,
"main-captions	images	2014	0162	4	an amtrak passenger train waiting at a station .	a passenger train waiting in a station .",,,,,,,,,,,
"main-captions	images	2014	0180	4.2	sail boat sailing on the water .	sail boat floating on the blue water .",,,,,,,,,,,
"main-captions	images	2014	0185	4.2	a woman with a viking hat on .	smiling woman sitting wearing a viking hat .",,,,,,,,,,,
"main-captions	images	2014	0186	4.2	parked white double decker bus .	a red and white double decker bus is parked .",,,,,,,,,,,
"main-captions	images	2014	0190	4	two birds are perched on a metal band .	two small birds perched on a metal bar .",,,,,,,,,,,
"main-captions	images	2014	0195	4	a young woman with a bracelet is wearing a bikini top and jeans .	a women wearing a bikini top and jeans .",,,,,,,,,,,
"main-captions	images	2014	0196	4	a brown horse grazing in a field of green grass .	brown horse standing in middle of grassy field .",,,,,,,,,,,
"main-captions	images	2014	0203	4.6	train going down the tracks .	train gliding on tracks .",,,,,,,,,,,
"main-captions	images	2014	0211	4	yellow striped cat resting on blue sofa .	an orange tabby cat sleeping on the sofa .",,,,,,,,,,,
"main-captions	images	2014	0230	5	red double decker bus .	a red ", double-decker bus .,,,,,,,,,,
"main-captions	images	2014	0233	4.4	man standing in front of silver train .	man standing in front of a silver rail car .",,,,,,,,,,,
"main-captions	images	2014	0234	5	a close-up of a sheep with its tongue hanging out .	close up image of a sheep with it 's tongue hanging out .",,,,,,,,,,,
"main-captions	images	2014	0235	4.2	a black and white horned cow standing in a field .	a black and white cow standing in the field .",,,,,,,,,,,
"main-captions	images	2014	0238	4	a man riding a white horse in an arena .	a man riding a white horse .",,,,,,,,,,,
"main-captions	images	2014	0251	4	a girl in riding gear sits atop a brown horse .	a girl in a red shirt is riding a brown horse .",,,,,,,,,,,
"main-captions	images	2014	0255	4.2	a clear plastic chair in front of a bookcase .	a clear plastic chair in front of book shelves .",,,,,,,,,,,
"main-captions	images	2014	0257	4	a sheep stands on a hillside .	a large sheep standing on a hill .",,,,,,,,,,,
"main-captions	images	2014	0269	5	a flat screen tv on the floor .	a flat-screen tv sits on the floor .",,,,,,,,,,,
"main-captions	images	2014	0274	4	room with several computer monitors .	a room with four computer monitors in a row .",,,,,,,,,,,
"main-captions	images	2014	0286	4	a black and white cow standing in a grassy field .	a black and white horned cow standing in a field .",,,,,,,,,,,
"main-captions	images	2014	0289	4.2	a black and white photo of a cat lying down .	a black and white image of a cat laying on a rug .",,,,,,,,,,,
"main-captions	images	2014	0290	4.2	a man and woman stand "," smiling for camera .	a man and woman are posing for the camera .",,,,,,,,,,
